assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,1,None,None,0,115382,None,,0,0,0,0,1.0,153,20,None,,0,4,1.6,1.1,2,Neal,2.0,3,0,0.7,188,23,68,False,0.0,506,60,90,,None,65,0,0,1,0,,115382.jpg,2.0,0,0,Maupay,1.6,False,None,a,3,36,8.0,77,22,2,5574,5574,12818,12818,0.3,0.3,Maupay,0
0,1,28,None,None,0,116216,5,,0,0,0,0,27.6,19,14,None,,0,3,1.6,1.1,8,Leandro,8.0,3,1,7.9,29,13,69,False,40.8,16,6,90,,None,60,0,0,None,0,,116216.jpg,8.0,0,0,Trossard,0.6,False,None,a,3,36,11.0,69,37,8,12512,12512,4798,4798,1.3,1.3,Trossard,0
0,0,12,None,None,0,131897,None,,0,0,0,0,0.0,291,33,None,,0,1,1.3,0.8,1,Mathew,1.0,3,0,1.2,172,11,70,False,11.6,114,12,90,,None,45,0,0,None,0,,131897.jpg,1.0,0,2,Ryan,18.3,False,None,a,3,36,0.0,238,33,1,45271,45271,57064,57064,0.2,0.2,Ryan,0
0,0,3,None,None,0,165210,None,,0,0,0,0,0.7,166,95,None,,0,3,1.3,0.8,1,Alireza,1.0,0,0,0.5,192,89,71,False,4.4,167,72,11,,None,55,0,0,None,0,,165210.jpg,1.0,0,0,Jahanbakhsh,0.1,False,None,a,3,36,0.0,441,163,1,123,123,372,372,0.2,0.2,Jahanbakhsh,0
0,0,0,0,0,0,167473,None,,0,0,0,0,0.0,458,177,None,,0,3,0.0,0.0,0,José,0.0,0,0,0.0,459,177,72,False,0.0,455,176,0,Knee injury - Unknown return date,2020-08-15T10:00:11.482611Z,55,0,0,None,0,,167473.jpg,0.0,0,0,Izquierdo,0.0,False,None,i,3,36,0.0,443,165,0,27,27,30,30,0.0,0.0,Izquierdo,0
0,0,0,0,0,0,178173,None,,0,0,0,0,0.0,305,131,None,,0,2,0.0,0.0,0,Matthew,0.0,0,0,0.0,320,132,73,False,0.0,313,132,0,Joined Derby County on loan until the end of the season on 26/8. - Expected back 01 Jul,2020-08-26T10:30:05.746418Z,45,0,0,None,0,,178173.jpg,0.0,0,0,Clarke,0.0,False,None,n,3,36,0.0,255,116,0,37,37,122,122,0.0,0.0,Clarke,0
0,0,16,75,None,0,198869,None,,0,0,0,0,0.8,156,44,None,,0,2,0.8,0.6,1,Ben,1.0,3,0,1.5,162,58,74,False,14.2,95,48,78,Knock - 75% chance of playing,2020-09-14T21:30:11.221083Z,45,0,0,None,0,,198869.jpg,1.0,0,0,White,1.6,False,None,d,3,36,0.0,263,121,1,3642,3642,11978,11978,0.2,0.2,White,0
0,0,0,None,None,0,209362,None,,0,0,0,0,0.0,213,73,None,,0,2,0.5,0.0,0,Bernardo,0.0,0,0,0.0,232,74,75,False,0.0,224,74,0,,None,40,0,0,None,0,,209362.jpg,0.0,0,0,Fernandes da Silva Junior,13.0,False,None,a,3,36,0.0,148,47,0,26346,26346,68782,68782,0.0,0.0,Bernardo,0
0,0,13,None,None,0,227127,None,,0,0,0,0,3.8,103,64,None,,0,3,0.5,0.0,2,Yves,2.0,3,0,1.7,152,70,76,False,8.4,137,52,90,,None,45,0,0,None,0,,227127.jpg,2.0,0,0,Bissouma,4.7,False,None,a,3,36,5.0,91,47,2,31264,31264,19456,19456,0.4,0.4,Bissouma,0
1,0,22,None,None,0,232792,None,,0,0,0,0,27.3,20,6,None,,0,2,1.1,0.6,3,Tariq,3.0,3,0,8.1,24,7,77,False,33.8,26,10,90,,None,45,0,0,None,0,,232792.jpg,3.0,0,0,Lamptey,3.4,False,None,a,3,36,20.0,48,8,3,86293,86293,14929,14929,0.7,0.7,Lamptey,1
0,0,-3,None,None,0,233425,None,,0,0,0,0,0.3,183,24,None,,0,4,1.0,0.5,1,Aaron,1.0,2,0,3.4,85,17,78,False,1.2,200,23,45,,None,55,0,0,None,0,,233425.jpg,1.0,0,0,Connolly,0.5,False,None,a,3,36,32.0,29,13,1,3775,3775,4575,4575,0.2,0.2,Connolly,0
0,0,14,None,None,0,235382,None,,0,0,0,0,24.0,25,18,None,,0,3,0.5,0.0,2,Steven,2.0,3,0,5.4,46,22,79,False,13.4,102,36,78,,None,45,0,0,None,0,,235382.jpg,2.0,0,0,Alzate,0.5,False,None,a,3,36,17.0,59,31,2,8650,8650,3809,3809,0.4,0.4,Alzate,0
0,0,0,None,None,0,243016,2,,0,0,0,0,0.0,470,182,3,,0,3,1.3,0.8,0,Alexis,0.0,0,0,0.0,470,181,80,False,0.0,467,180,0,,None,55,0,0,None,0,,243016.jpg,0.0,0,0,Mac Allister,0.1,False,None,a,3,36,0.0,458,172,0,118,118,497,497,0.0,0.0,Mac Allister,0
0,0,0,0,0,0,108813,None,,0,0,0,0,0.0,209,8,None,,0,1,0.0,0.0,0,Christian,0.0,0,0,0.0,228,24,503,False,0.0,220,24,0,Ankle injury - Unknown return date,2020-09-12T09:00:11.155698Z,40,0,0,None,0,,108813.jpg,0.0,0,0,Walton,1.6,False,None,i,3,36,0.0,143,8,0,1974,1974,9021,9021,0.0,0.0,Walton,0
0,0,0,None,None,0,49262,None,,0,0,0,0,0.0,203,4,None,,0,1,0.5,0.0,0,Jason,0.0,0,0,0.0,222,20,528,False,0.0,214,20,0,,None,40,0,0,None,0,,49262.jpg,0.0,0,0,Steele,0.1,False,None,a,3,36,0.0,137,4,0,3751,3751,616,616,0.0,0.0,Steele,0
0,0,0,None,None,0,17761,None,,0,0,0,0,0.0,425,175,None,,0,2,2.0,0.0,0,James,0.0,0,0,0.0,429,175,81,False,0.0,424,175,0,,None,55,0,0,None,0,,17761.jpg,0.0,0,0,Tarkowski,5.9,False,None,a,4,90,0.0,402,171,0,7367,7367,26630,26630,0.0,0.0,Tarkowski,0
0,0,0,None,None,0,17997,None,,0,0,0,0,0.0,232,89,None,,0,2,1.1,0.0,0,Phil,0.0,0,0,0.0,251,90,82,False,0.0,243,90,0,,None,45,0,0,None,0,,17997.jpg,0.0,0,0,Bardsley,0.6,False,None,a,4,90,0.0,169,65,0,2429,2429,2888,2888,0.0,0.0,Bardsley,0
0,0,0,None,None,0,39487,None,,0,0,0,0,0.0,241,93,None,,0,2,1.1,0.0,0,Erik,0.0,0,0,0.0,260,94,83,False,0.0,252,94,0,,None,45,0,0,None,0,,39487.jpg,0.0,0,0,Pieters,1.3,False,None,a,4,90,0.0,178,69,0,6356,6356,7519,7519,0.0,0.0,Pieters,0
0,0,0,0,0,0,40145,None,,0,0,0,0,0.0,349,129,None,,0,3,0.0,0.0,0,Jack,0.0,0,0,0.0,362,130,84,False,0.0,355,127,0,Ankle injury - Unknown return date,2020-08-15T10:00:11.504829Z,50,0,0,None,0,,40145.jpg,0.0,0,0,Cork,0.0,False,None,i,4,90,0.0,307,97,0,37,37,233,233,0.0,0.0,Cork,0
0,0,0,None,None,0,41674,None,,0,0,0,0,0.0,248,96,None,,0,2,1.1,0.0,0,Kevin,0.0,0,0,0.0,267,97,85,False,0.0,259,97,0,,None,45,0,0,None,0,,41674.jpg,0.0,0,0,Long,0.2,False,None,a,4,90,0.0,185,72,0,640,640,1052,1052,0.0,0.0,Long,0
0,0,0,None,None,0,44683,None,,0,0,0,0,0.0,475,47,None,,0,4,1.3,0.0,0,Jay,0.0,0,0,0.0,475,47,86,False,0.0,472,45,0,,None,60,0,0,3,0,,44683.jpg,0.0,0,0,Rodriguez,0.8,False,None,a,4,90,0.0,464,47,0,3425,3425,5828,5828,0.0,0.0,Rodriguez,0
0,0,0,0,0,0,44699,None,,0,0,0,0,0.0,476,48,None,,0,4,0.0,0.0,0,Ashley,0.0,0,0,0.0,476,48,87,False,0.0,473,46,0,Groin Injury - Unknown return date,2020-09-07T00:30:12.603985Z,60,0,0,1,0,,44699.jpg,0.0,0,0,Barnes,0.1,False,None,i,4,90,0.0,465,48,0,125,125,2415,2415,0.0,0.0,Barnes,0
0,0,0,0,0,0,51927,None,,0,0,0,0,0.0,354,150,None,,0,2,0.0,0.0,0,Ben,0.0,0,0,0.0,366,151,88,False,0.0,359,151,0,Thigh injury - Unknown return date,2020-09-07T00:30:12.617922Z,50,0,0,None,0,,51927.jpg,0.0,0,0,Mee,0.3,False,None,i,4,90,0.0,314,139,0,108,108,6116,6116,0.0,0.0,Mee,0
0,0,0,None,None,0,60551,1,,0,0,0,0,0.0,437,166,3,,0,3,1.3,0.0,0,Ashley,0.0,0,0,0.0,438,166,89,False,0.0,433,165,0,,None,55,0,0,None,0,,60551.jpg,0.0,0,0,Westwood,0.9,False,None,a,4,90,0.0,415,148,0,801,801,5401,5401,0.0,0.0,Westwood,0
0,0,0,None,None,0,60586,3,,0,0,0,0,0.0,438,167,2,,0,3,1.3,0.0,0,Johann Berg,0.0,0,0,0.0,439,167,90,False,0.0,434,166,0,,None,55,0,0,None,0,,60586.jpg,0.0,0,0,Gudmundsson,0.1,False,None,a,4,90,0.0,416,149,0,212,212,576,576,0.0,0.0,Gudmundsson,0
0,0,0,None,None,0,60689,None,,0,0,0,0,0.0,504,60,None,,0,4,1.6,0.0,0,Chris,0.0,0,0,0.0,504,60,91,False,0.0,502,59,0,,None,65,0,0,1,0,,60689.jpg,0.0,0,0,Wood,2.2,False,None,a,4,90,0.0,499,60,0,8659,8659,15788,15788,0.0,0.0,Wood,0
0,0,0,None,None,0,68983,None,,0,0,0,0,0.0,263,105,None,,0,2,1.1,0.0,0,Matthew,0.0,0,0,0.0,281,106,92,False,0.0,274,106,0,,None,45,0,0,None,0,,68983.jpg,0.0,0,0,Lowton,0.2,False,None,a,4,90,0.0,205,85,0,360,360,694,694,0.0,0.0,Lowton,0
0,0,0,None,None,0,81183,None,,0,0,0,0,0.0,371,33,None,,0,4,0.8,0.0,0,Matej,0.0,0,0,0.0,381,34,93,False,0.0,375,30,0,,None,50,0,0,None,0,,81183.jpg,0.0,0,0,Vydra,0.7,False,None,a,4,90,0.0,334,34,0,7682,7682,5880,5880,0.0,0.0,Vydra,0
0,0,0,0,0,0,83312,None,,0,0,0,0,0.0,207,70,None,,0,2,0.0,0.0,0,Ben,0.0,0,0,0.0,226,71,94,False,0.0,218,71,0,Joined Norwich City on loan until the end of the season on 4/9. - Expected back 01 Jul,2020-09-05T11:00:07.592134Z,40,0,0,None,0,,83312.jpg,0.0,0,0,Gibson,0.3,False,None,n,4,90,0.0,141,43,0,405,405,3053,3053,0.0,0.0,Gibson,0
0,0,0,None,None,0,90517,4,,0,0,0,0,0.0,373,140,4,,0,3,0.9,0.0,0,Robbie,0.0,0,0,0.0,383,141,95,False,0.0,377,139,0,,None,50,0,0,None,0,,90517.jpg,0.0,0,0,Brady,0.1,False,None,a,4,90,0.0,336,112,0,272,272,451,451,0.0,0.0,Brady,0
0,0,0,None,None,0,98747,None,,0,0,0,0,0.0,447,52,None,,0,1,2.8,0.0,0,Nick,0.0,0,0,0.0,448,53,96,False,0.0,444,53,0,,None,55,0,0,None,0,,98747.jpg,0.0,0,0,Pope,16.6,False,None,a,4,90,0.0,428,52,0,27250,27250,50319,50319,0.0,0.0,Pope,0
0,0,0,None,None,0,103914,None,,0,0,0,0,0.0,280,114,None,,0,2,1.1,0.0,0,Charlie,0.0,0,0,0.0,297,115,97,False,0.0,290,115,0,,None,45,0,0,None,0,,103914.jpg,0.0,0,0,Taylor,4.8,False,None,a,4,90,0.0,227,97,0,17364,17364,22215,22215,0.0,0.0,Taylor,0
0,0,0,None,None,0,172782,None,,0,0,0,0,0.0,392,147,None,,0,3,0.9,0.0,0,Josh,0.0,0,0,0.0,399,148,98,False,0.0,393,146,0,,None,50,0,0,None,0,,172782.jpg,0.0,0,0,Brownhill,0.0,False,None,a,4,90,0.0,364,122,0,95,95,274,274,0.0,0.0,Brownhill,0
0,0,0,None,None,0,220037,None,,0,0,0,0,0.0,219,11,None,,0,1,0.5,0.0,0,Bailey,0.0,0,0,0.0,238,27,99,False,0.0,230,27,0,,None,40,0,0,None,0,,220037.jpg,0.0,0,0,Peacock-Farrell,1.5,False,None,a,4,90,0.0,154,11,0,4798,4798,2732,2732,0.0,0.0,Peacock-Farrell,0
0,0,0,None,None,0,433154,2,,0,0,0,0,0.0,501,194,1,,0,3,1.6,0.0,0,Dwight,0.0,0,0,0.0,501,194,100,False,0.0,499,193,0,,None,60,0,0,None,0,,433154.jpg,0.0,0,0,McNeil,0.9,False,None,a,4,90,0.0,496,190,0,1692,1692,5309,5309,0.0,0.0,McNeil,0
0,0,0,None,None,0,218023,None,,0,0,0,0,0.0,218,77,None,,0,2,0.5,0.0,0,Jimmy,0.0,0,0,0.0,237,78,519,False,0.0,229,78,0,,None,40,0,0,None,0,,218023.jpg,0.0,0,0,Dunne,0.6,False,None,a,4,90,0.0,153,51,0,5084,5084,2250,2250,0.0,0.0,Dunne,0
0,0,0,None,None,0,461102,None,,0,0,0,0,0.0,226,84,None,,0,2,0.5,0.0,0,Bobby,0.0,0,0,0.0,245,85,520,False,0.0,237,85,0,,None,40,0,0,None,0,,461102.jpg,0.0,0,0,Thomas,0.4,False,None,a,4,90,0.0,163,60,0,3109,3109,1731,1731,0.0,0.0,Thomas,0
0,0,0,None,None,0,20310,None,,0,0,0,0,0.0,344,38,None,,0,1,2.0,3.5,0,Willy,0.0,0,0,0.0,358,49,101,False,0.0,351,49,0,,None,50,0,0,None,0,,20310.jpg,0.0,0,0,Caballero,0.4,False,None,a,5,8,0.0,302,38,0,587,587,2984,2984,0.0,0.0,Caballero,0
0,0,3,None,None,0,41328,None,,0,0,0,0,0.5,173,55,None,,0,2,2.4,3.9,1,César,1.0,0,0,0.3,202,66,102,False,0.4,207,67,5,,None,60,0,0,None,0,,41328.jpg,1.0,0,0,Azpilicueta,6.9,False,None,a,5,8,2.0,124,37,1,6173,6173,69540,69540,0.2,0.2,Azpilicueta,0
0,0,0,None,None,0,44346,None,,0,0,0,0,0.0,512,61,5,,0,4,1.8,3.3,0,Olivier,0.0,0,0,0.0,512,61,103,False,0.0,512,61,0,,None,70,0,0,None,0,,44346.jpg,0.0,0,0,Giroud,1.2,False,None,a,5,8,0.0,508,61,0,3132,3132,15022,15022,0.0,0.0,Giroud,0
0,0,14,None,None,0,82263,None,,0,0,0,0,3.7,104,24,2,,0,2,2.4,3.9,2,Marcos,2.0,1,0,2.4,121,39,104,False,17.8,73,36,90,,None,60,0,0,None,0,,82263.jpg,2.0,0,0,Alonso,3.4,False,None,a,5,8,2.0,126,38,2,4859,4859,18206,18206,0.3,0.3,Alonso,0
1,2,43,100,None,0,85955,None,,0,0,0,0,23.2,27,19,None,,1,3,0.9,2.4,12,Jorge Luiz,12.0,1,1,10.1,12,7,105,True,60.8,6,3,84,,2020-09-14T21:30:11.281378Z,50,0,0,1,0,,85955.jpg,12.0,0,0,Frello Filho,4.1,False,None,a,5,8,17.0,61,33,12,113088,113088,22580,22580,2.4,2.4,Jorginho,0
0,0,1,None,None,0,88894,4,,0,0,0,0,11.8,69,45,3,,0,3,1.6,3.1,1,Ross,1.0,0,0,2.3,126,61,106,False,4.2,171,75,29,,None,60,0,0,2,0,,88894.jpg,1.0,0,0,Barkley,0.3,False,None,a,5,8,7.0,82,43,1,1228,1228,2642,2642,0.2,0.2,Barkley,0
0,0,0,100,0,0,91651,None,,0,0,0,0,0.0,445,170,None,,0,3,1.3,0.0,0,Mateo,0.0,0,0,0.0,446,170,107,False,0.0,441,169,0,,2020-08-15T10:00:11.528964Z,55,0,0,None,0,,91651.jpg,0.0,0,0,Kovacic,0.2,False,None,a,5,8,0.0,426,154,0,2451,2451,1549,1549,0.0,0.0,Kovacic,0
0,0,0,None,None,0,102380,None,,0,0,0,0,0.0,377,158,None,,0,2,1.6,3.1,0,Antonio,0.0,0,0,0.0,386,158,109,False,0.0,380,158,0,,None,50,0,0,None,0,,102380.jpg,0.0,0,0,Rüdiger,2.0,False,None,a,5,8,0.0,342,150,0,4082,4082,27749,27749,0.0,0.0,Rüdiger,0
0,0,25,None,None,0,103192,None,,0,0,0,0,0.2,191,62,None,,0,2,1.6,3.1,8,Kurt,8.0,1,1,6.9,33,9,110,False,51.8,8,3,90,,None,50,0,0,None,0,,103192.jpg,8.0,0,0,Zouma,1.3,False,None,a,5,8,17.0,63,11,8,11326,11326,5944,5944,1.6,1.6,Zouma,0
0,0,0,None,None,0,109533,5,,0,0,0,0,0.0,379,160,4,,0,2,1.6,3.1,0,Emerson,0.0,0,0,0.0,388,160,111,False,0.0,382,160,0,,None,50,0,0,None,0,,109533.jpg,0.0,0,0,Palmieri dos Santos,0.2,False,None,a,5,8,0.0,345,153,0,370,370,1700,1700,0.0,0.0,Emerson,0
0,0,12,None,None,0,109745,None,,0,0,0,0,0.0,380,45,None,,0,1,2.0,3.5,2,Kepa,2.0,1,0,1.0,181,14,112,False,10.4,122,14,90,,None,50,0,0,None,0,,109745.jpg,2.0,0,2,Arrizabalaga,2.2,False,None,a,5,8,0.0,346,45,2,7564,7564,17278,17278,0.4,0.4,Arrizabalaga,0
0,0,19,None,None,0,116594,None,,0,0,0,0,2.8,115,72,None,,0,3,0.9,2.4,2,N'Golo,2.0,1,0,2.4,120,58,113,False,17.2,79,24,90,,None,50,0,0,None,0,,116594.jpg,2.0,0,0,Kanté,4.5,False,None,a,5,8,4.0,97,50,2,21314,21314,27569,27569,0.4,0.4,Kanté,0
0,0,0,0,0,0,124183,None,,0,0,0,0,0.0,521,210,None,,0,3,0.0,0.0,0,Hakim,0.0,0,0,0.0,521,210,114,False,0.0,521,210,0,Knee injury - Expected back 26 Sep,2020-08-29T17:30:07.487245Z,80,0,0,None,0,,124183.jpg,0.0,0,0,Ziyech,1.7,False,None,i,5,8,0.0,520,209,0,3075,3075,41896,41896,0.0,0.0,Ziyech,0
0,0,2,None,None,0,126187,None,,0,0,0,0,1.3,143,88,None,,0,3,1.6,3.1,2,Ruben,2.0,1,0,0.0,491,191,115,False,0.0,488,190,60,,None,60,0,0,None,0,,126187.jpg,2.0,0,0,Loftus-Cheek,0.2,False,None,a,5,8,0.0,484,185,2,822,822,1179,1179,0.3,0.3,Loftus-Cheek,0
0,0,14,None,None,0,135363,None,,0,0,0,0,0.7,165,50,None,,0,2,1.6,3.1,2,Andreas,2.0,1,0,2.1,137,48,116,False,17.8,72,35,90,,None,50,0,0,None,0,,135363.jpg,2.0,0,0,Christensen,0.4,False,None,a,5,8,2.0,115,34,2,1679,1679,1765,1765,0.4,0.4,Christensen,0
1,0,10,75,None,0,165153,None,,0,0,0,0,11.7,71,10,None,,0,4,2.3,4.5,5,Timo,5.0,1,0,9.6,17,6,117,False,4.8,163,16,90,Dead leg - 75% chance of playing,2020-09-15T00:00:14.393762Z,95,0,0,None,0,,165153.jpg,5.0,0,0,Werner,42.2,False,None,d,5,8,79.0,2,1,5,54577,54577,375873,375873,0.5,0.5,Werner,0
0,0,0,None,None,0,173879,None,,0,0,0,0,0.0,518,62,None,,0,4,2.1,3.6,0,Tammy,0.0,0,0,0.0,518,62,118,False,0.0,518,62,0,,None,75,0,0,3,0,,173879.jpg,0.0,0,0,Abraham,3.9,False,None,a,5,8,0.0,517,62,0,3955,3955,51491,51491,0.0,0.0,Abraham,0
0,0,0,75,100,0,176413,6,,0,0,0,0,0.0,523,212,None,,0,3,1.8,3.9,0,Christian,0.0,0,0,0.0,523,212,119,False,0.0,523,212,0,Unknown - 75% chance of playing,2020-09-14T22:30:19.934227Z,85,0,0,None,0,,176413.jpg,0.0,0,0,Pulisic,8.7,False,None,d,5,8,0.0,522,211,0,27230,27230,174396,174396,0.0,0.0,Pulisic,0
0,0,9,None,None,0,184341,2,,0,0,0,0,28.6,17,12,1,,0,3,1.9,3.4,2,Mason,2.0,1,0,5.1,50,25,120,False,13.6,101,35,90,,None,70,0,0,None,0,,184341.jpg,2.0,0,0,Mount,7.6,False,None,a,5,8,9.0,72,40,2,11190,11190,69281,69281,0.3,0.3,Mount,0
0,0,0,None,None,0,194794,None,,0,0,0,0,0.0,397,167,None,,0,2,1.6,3.1,0,Fikayo,0.0,0,0,0.0,403,167,121,False,0.0,397,167,0,,None,50,0,0,None,0,,194794.jpg,0.0,0,0,Tomori,0.4,False,None,a,5,8,0.0,370,163,0,493,493,3787,3787,0.0,0.0,Tomori,0
0,0,3,None,None,0,209046,3,,0,0,0,0,1.3,144,89,None,,0,3,1.6,3.1,1,Callum,1.0,0,0,0.2,211,102,122,False,0.8,204,99,10,,None,60,0,0,None,0,,209046.jpg,1.0,0,0,Hudson-Odoi,0.4,False,None,a,5,8,0.0,492,188,1,1021,1021,6195,6195,0.2,0.2,Hudson-Odoi,0
1,3,44,None,None,0,225796,1,,0,0,0,0,30.3,16,5,None,,1,2,1.6,3.1,14,Reece,14.0,1,1,11.8,3,1,123,True,76.8,2,1,90,,None,50,0,0,None,0,,225796.jpg,14.0,0,0,James,8.1,False,None,a,5,8,11.0,68,13,14,158962,158962,34939,34939,2.8,2.8,James,0
0,0,0,0,0,0,243568,None,,0,0,0,0,0.0,334,123,None,,0,3,0.0,0.0,0,Billy,0.0,0,0,0.0,349,124,124,False,0.0,342,121,0,Knee injury - Expected back 07 Nov,2020-08-15T10:00:11.591471Z,45,0,0,None,0,,243568.jpg,0.0,0,0,Gilmour,0.2,False,None,i,5,8,0.0,291,90,0,588,588,1543,1543,0.0,0.0,Gilmour,0
0,0,0,0,0,0,172850,None,,0,0,0,0,0.0,462,187,None,,0,2,0.0,0.0,0,Benjamin,0.0,0,0,0.0,463,187,232,False,0.0,460,187,0,Heel Injury - Unknown return date,2020-08-15T10:00:11.852853Z,55,0,0,None,0,,172850.jpg,0.0,0,0,Chilwell,1.1,False,None,i,5,8,0.0,449,185,0,2397,2397,12426,12426,0.0,0.0,Chilwell,0
0,0,0,25,25,0,51090,None,,0,0,0,0,0.0,433,179,None,,0,2,0.5,0.9,0,Thiago,0.0,0,0,0.0,434,179,490,False,0.0,429,179,0,Lack of match fitness - 25% chance of playing,2020-09-10T14:00:07.889166Z,55,0,0,None,0,,51090.jpg,0.0,0,0,Thiago,2.4,False,None,d,5,8,0.0,410,175,0,3549,3549,40070,40070,0.0,0.0,Thiago Silva,0
0,0,8,None,None,0,219847,None,,0,0,0,0,14.8,51,35,None,,0,3,2.4,3.9,2,Kai,2.0,1,0,2.3,128,63,500,False,8.4,139,54,79,,None,85,0,0,None,0,,219847.jpg,2.0,0,0,Havertz,11.1,False,None,a,5,8,0.0,523,212,2,36711,36711,154341,154341,0.2,0.2,Havertz,0
0,0,0,None,None,0,94245,None,,0,0,0,0,0.0,483,50,None,,0,4,1.3,1.8,0,Michy,0.0,0,0,0.0,484,51,108,False,0.0,481,49,0,,None,60,0,0,None,0,,94245.jpg,0.0,0,0,Batshuayi,2.0,False,None,a,6,31,0.0,475,51,0,10660,10660,25257,25257,0.0,0.0,Batshuayi,0
0,0,0,0,0,0,19419,None,,0,0,0,0,0.0,234,90,None,,0,2,0.0,0.0,0,Gary,0.0,0,0,0.0,253,91,125,False,0.0,245,91,0,Hamstring injury - Unknown return date,2020-08-15T10:00:11.611500Z,45,0,0,None,0,,19419.jpg,0.0,0,0,Cahill,0.1,False,None,i,6,31,0.0,171,66,0,168,168,837,837,0.0,0.0,Cahill,0
0,0,0,None,None,0,20066,None,,0,0,0,0,0.0,235,14,None,,0,1,1.3,1.8,0,Wayne,0.0,0,0,0.0,254,30,126,False,0.0,246,30,0,,None,45,0,0,None,0,,20066.jpg,0.0,0,0,Hennessey,0.8,False,None,a,6,31,0.0,172,14,0,1670,1670,4861,4861,0.0,0.0,Hennessey,0
0,0,0,100,0,0,40784,None,,0,0,0,0,0.0,245,94,None,,0,2,1.1,0.0,0,Mamadou,0.0,0,0,0.0,264,95,127,False,0.0,256,95,0,,2020-08-15T10:00:11.633422Z,45,0,0,None,0,,40784.jpg,0.0,0,0,Sakho,0.0,False,None,a,6,31,0.0,182,70,0,283,283,274,274,0.0,0.0,Sakho,0
0,3,31,None,None,1,40836,None,,0,0,0,0,0.0,350,40,None,,1,1,2.0,2.5,10,Vicente,10.0,0,0,4.1,67,1,128,True,41.4,12,1,90,,None,50,0,0,None,0,,40836.jpg,10.0,0,5,Guaita,2.9,False,None,a,6,31,0.0,308,40,10,38844,38844,12997,12997,2.0,2.0,Guaita,0
0,0,0,0,0,0,49413,None,,0,0,0,0,0.0,252,99,None,,0,2,0.0,0.0,0,James,0.0,0,0,0.0,271,100,129,False,0.0,263,100,0,Thigh injury - Unknown return date,2020-08-15T10:00:11.660937Z,45,0,0,None,0,,49413.jpg,0.0,0,0,Tomkins,0.0,False,None,i,6,31,0.0,190,76,0,25,25,85,85,0.0,0.0,Tomkins,0
0,0,14,None,None,1,50471,None,,0,0,0,0,10.4,81,48,None,,0,3,1.3,1.8,3,James,3.0,0,0,2.8,102,49,130,False,11.2,118,43,90,,None,55,0,0,None,0,,50471.jpg,3.0,0,0,McArthur,0.2,False,None,a,6,31,6.0,86,44,3,765,765,1559,1559,0.5,0.5,McArthur,0
0,0,5,None,None,1,50472,4,,0,0,0,0,8.8,85,51,None,,0,3,0.5,1.0,2,James,2.0,0,0,0.9,183,83,131,False,0.0,264,105,73,,None,45,0,0,None,0,,50472.jpg,2.0,0,0,McCarthy,2.6,False,None,a,6,31,0.0,191,68,2,18611,18611,15798,15798,0.4,0.4,McCarthy,1
0,0,0,0,0,0,54861,None,,0,0,0,0,0.0,435,41,None,,0,4,0.0,0.0,0,Christian,0.0,0,0,0.0,436,41,132,False,0.0,431,37,0,Foot injury - Unknown return date,2020-09-06T03:00:11.019701Z,55,0,0,3,0,,54861.jpg,0.0,0,0,Benteke,0.2,False,None,i,6,31,0.0,413,41,0,262,262,3745,3745,0.0,0.0,Benteke,0
0,0,3,None,None,1,55037,None,,0,0,0,0,0.3,180,98,None,,0,3,0.9,1.4,3,Cheikhou,3.0,0,0,3.0,93,45,133,False,12.6,110,41,90,,None,50,0,0,None,0,,55037.jpg,3.0,0,0,Kouyaté,0.3,False,None,a,6,31,17.0,60,32,3,1307,1307,1678,1678,0.6,0.6,Kouyaté,0
0,0,22,None,None,1,55494,None,,0,0,0,0,0.7,163,48,None,,0,2,1.1,1.6,6,Joel,6.0,0,0,1.4,167,61,134,False,13.2,103,50,90,,None,45,0,0,None,0,,55494.jpg,6.0,0,0,Ward,2.0,False,None,a,6,31,0.0,192,77,6,10748,10748,9918,9918,1.3,1.3,Ward,0
0,0,0,None,None,0,58786,None,,0,0,0,0,0.0,256,101,None,,0,2,1.1,1.6,0,Martin,0.0,0,0,0.0,274,102,135,False,0.0,267,102,0,,None,45,0,0,None,0,,58786.jpg,0.0,0,0,Kelly,1.1,False,None,a,6,31,0.0,196,79,0,690,690,13021,13021,0.0,0.0,Kelly,0
